id,repository_id,url,run_status,error_message,started_at,finished_at,duration_seconds
1,1,https://github.com/caravangelo/inflation-easy,SUCCESS,,2026-06-25 07:52:00,2026-06-25 07:55:40,201.9
2,2,https://github.com/alecarones/broom,SUCCESS,,2026-06-25 09:48:00,2026-06-25 09:50:55,116.9
